minutes_to_metro,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,distance_to_centre,type_secondary,price
14.0,0.0,9.3,6.8,7.4,1.0,12,12.83,1,3400000.0
6.0,0.0,22.5,13.5,2.0,1.0,12,12.08,1,5200000.0
18.0,0.0,25.3,15.0,6.0,8.0,18,10.18,1,6300000.0
3.0,0.0,19.4,11.9,8.2,1.0,8,1.54,1,10201000.0
4.0,0.0,14.2,9.3,7.8,1.0,9,12.42,1,4800000.0
22.0,0.0,27.5,16.0,8.9,7.0,25,8.81,1,14200000.0
6.0,0.0,37.0,20.0,9.0,10.0,12,1.98,1,21200000.0
19.0,0.0,14.5,9.5,7.8,1.0,5,12.64,1,4300000.0
3.0,0.0,16.0,10.2,8.0,1.0,8,1.54,1,7800000.0
19.0,0.0,17.4,10.9,8.1,1.0,9,12.08,1,4250000.0
4.0,0.0,19.1,17.1,2.0,1.0,8,1.54,1,10200000.0
4.0,0.0,16.0,14.0,2.0,1.0,8,1.54,1,7800000.0
6.0,0.0,10.2,7.3,7.5,1.0,9,16.72,1,3250000.0
19.0,0.0,111.0,60.0,22.0,9.0,21,8.35,1,42500000.0
12.0,0.0,10.0,7.2,7.5,1.0,9,10.13,1,3300000.0
14.0,0.0,23.5,14.0,8.6,1.0,9,12.08,1,5350000.0
8.0,0.0,21.0,12.8,8.4,1.0,9,12.08,1,4990000.0
7.0,0.0,9.6,7.0,7.4,5.0,5,3.06,1,6200000.0
9.0,0.0,30.1,28.0,2.1,3.0,5,5.0,1,10535000.0
7.0,0.0,18.7,16.7,2.0,1.0,12,12.08,1,4650000.0
7.0,0.0,22.5,20.5,2.0,1.0,12,12.08,1,5200000.0
16.0,0.0,13.1,7.0,2.0,2.0,7,7.65,1,4200000.0
7.0,0.0,10.0,8.0,2.0,1.0,12,12.08,1,2850000.0
7.0,0.0,22.5,13.5,8.5,1.0,12,12.08,1,5249000.0
3.0,0.0,14.1,9.3,7.8,1.0,12,12.08,1,3649000.0
10.0,0.0,13.0,8.7,7.7,1.0,12,12.66,1,3800000.0
10.0,0.0,16.0,10.2,8.0,1.0,9,16.72,1,4700000.0
14.0,0.0,12.5,9.0,2.0,1.0,9,12.08,1,3249000.0
15.0,0.0,17.0,10.7,8.0,1.0,9,17.35,1,4900000.0
19.0,0.0,13.5,9.0,7.8,1.0,9,12.08,1,3550000.0
12.0,0.0,21.5,13.0,8.4,1.0,9,12.08,1,4990000.0
8.0,0.0,37.2,20.9,15.0,6.0,6,5.15,1,24000000.0
25.0,0.0,19.8,17.8,2.0,1.0,12,12.42,1,4200000.0
25.0,0.0,17.0,15.0,2.0,1.0,12,12.42,1,3950000.0
7.0,0.0,14.4,12.0,1.5,1.0,5,5.91,1,4200000.0
25.0,0.0,12.1,10.1,2.0,1.0,12,12.42,1,3050000.0
25.0,0.0,11.5,9.5,2.0,1.0,12,12.42,1,2950000.0
9.0,0.0,18.2,11.3,3.0,1.0,9,14.73,1,4450000.0
10.0,0.0,14.0,9.2,7.8,1.0,9,17.51,1,3700000.0
16.0,0.0,12.0,8.2,7.6,1.0,9,13.36,1,3600000.0
14.0,0.0,23.5,14.0,8.6,1.0,9,12.08,1,5350000.0
14.0,0.0,23.6,14.1,8.6,1.0,9,12.08,1,5350001.0
7.0,0.0,22.5,13.5,8.5,1.0,12,12.08,1,5250000.0
6.0,0.0,23.9,14.2,8.6,1.0,9,16.72,1,5350000.0
19.0,0.0,23.9,14.2,8.6,9.0,18,10.18,1,6700000.0
11.0,0.0,17.1,15.0,2.0,2.0,7,7.65,1,7490000.0
22.0,0.0,19.4,11.9,8.2,1.0,17,17.51,1,3800000.0
15.0,0.0,15.6,12.0,7.9,1.0,14,2.72,1,4300000.0
20.0,0.0,24.6,23.0,8.7,4.0,17,10.18,1,6450000.0
6.0,0.0,18.8,11.6,8.2,5.0,5,3.46,1,6500000.0
11.0,0.0,20.0,12.2,8.3,1.0,9,12.66,1,4800000.0
8.0,0.0,110.0,57.7,17.0,3.0,13,2.8,1,99000000.0
4.0,0.0,20.3,12.4,8.3,3.0,16,10.22,1,6300000.0
10.0,0.0,32.0,27.0,9.3,5.0,10,4.15,1,13500000.0
15.0,0.0,11.7,11.7,7.6,1.0,9,16.11,1,3800000.0
20.0,0.0,30.4,18.4,6.0,2.0,6,14.15,1,7200000.0
14.0,0.0,35.0,20.0,10.0,6.0,58,10.03,1,13500000.0
9.0,0.0,12.0,8.4,7.6,5.0,5,5.0,1,5900000.0
13.0,0.0,28.0,10.0,12.3,4.0,5,10.18,1,7800000.0
12.0,0.0,19.0,11.7,8.2,1.0,9,12.83,1,5200000.0
18.0,0.0,25.3,14.9,8.7,2.0,23,4.21,1,8400000.0
17.0,0.0,24.7,14.6,8.7,6.0,6,12.16,1,6000000.0
15.0,0.0,16.8,10.6,8.0,1.0,9,17.35,1,5500000.0
24.0,0.0,17.5,14.0,2.0,2.0,5,12.81,1,7700000.0
6.0,0.0,27.8,19.5,4.0,1.0,8,0.8,1,19000000.0
3.0,0.0,43.4,38.0,5.0,2.0,4,7.14,1,18990000.0
8.0,0.0,31.5,18.1,26.0,2.0,7,7.65,1,13500000.0
13.0,0.0,59.0,32.0,10.0,13.0,17,3.46,1,30000000.0
9.0,0.0,14.4,7.0,3.0,2.0,10,11.33,1,8000000.0
9.0,0.0,53.0,22.0,10.0,3.0,10,7.65,1,19297000.0
20.0,0.0,25.1,20.0,5.0,10.0,18,10.18,1,7000000.0
12.0,0.0,25.7,16.3,8.8,8.0,36,5.15,1,17500000.0
9.0,0.0,20.2,12.3,8.3,10.0,22,12.27,1,9100000.0
20.0,0.0,29.0,16.8,9.0,4.0,21,4.21,1,10600000.0
4.0,0.0,16.5,10.5,8.0,1.0,8,1.54,1,7200000.0
4.0,0.0,14.4,7.0,4.0,2.0,9,11.33,1,8500000.0
10.0,0.0,18.5,11.5,8.2,1.0,6,2.8,1,7500000.0
7.0,0.0,24.6,14.6,8.7,1.0,6,6.24,1,7600000.0
8.0,0.0,23.3,13.9,8.6,25.0,69,7.04,1,11300000.0
5.0,0.0,27.8,20.5,2.5,2.0,5,0.8,1,19000000.0
7.0,0.0,17.0,15.0,8.0,1.0,9,12.83,1,6500000.0
12.0,0.0,16.0,8.0,3.0,4.0,5,12.16,1,5100000.0
7.0,0.0,18.3,12.3,2.0,5.0,5,5.91,1,4550000.0
7.0,0.0,25.6,13.0,5.0,2.0,6,2.72,1,12032000.0
10.0,0.0,18.0,11.2,8.1,1.0,14,14.73,1,4450000.0
14.0,0.0,26.5,16.9,8.8,29.0,49,6.22,1,12800000.0
18.0,0.0,27.6,16.0,6.0,8.0,18,2.97,1,16800000.0
26.0,0.0,51.4,40.0,8.0,1.0,16,12.42,1,12350000.0
8.0,0.0,29.5,21.0,4.0,5.0,21,5.64,1,8800000.0
9.0,0.0,18.5,11.5,8.2,1.0,9,14.73,1,4450000.0
18.0,0.0,25.8,15.8,5.0,18.0,46,2.97,1,16000000.0
10.0,0.0,14.0,10.0,4.0,1.0,5,12.42,1,3850000.0
17.0,0.0,40.0,20.0,5.0,1.0,6,14.73,1,6900000.0
2.0,0.0,28.0,16.3,6.0,15.0,25,10.18,1,13400000.0
18.0,0.0,32.2,15.0,12.0,18.0,18,10.18,1,10450000.0
12.0,0.0,161.1,69.0,41.4,13.0,18,4.12,1,120000000.0
8.0,0.0,16.4,11.4,3.0,1.0,4,1.65,1,12500000.0
26.0,0.0,47.0,35.0,8.0,1.0,16,12.42,1,9800000.0
8.0,0.0,14.1,10.5,2.8,1.0,4,1.65,1,11500000.0
10.0,0.0,10.5,7.4,7.5,1.0,9,16.11,1,3900000.0
9.0,0.0,17.3,10.0,3.0,7.0,10,11.33,1,8100000.0
12.0,0.0,14.0,9.2,7.8,1.0,9,12.08,1,3600000.0
4.0,0.0,16.8,10.6,8.0,4.0,5,4.13,1,6300000.0
21.0,0.0,27.5,18.5,5.0,4.0,24,8.81,1,13450000.0
6.0,0.0,20.3,17.0,8.3,1.0,3,4.25,1,4415000.0
15.0,0.0,16.5,10.5,8.0,2.0,4,11.87,1,5500000.0
10.0,0.0,11.5,7.9,7.6,1.0,12,14.16,1,3050000.0
16.0,0.0,17.5,11.0,8.1,1.0,9,14.98,1,4200000.0
6.0,0.0,88.2,45.0,15.0,8.0,12,1.98,1,41800000.0
21.0,0.0,15.5,10.0,7.9,1.0,9,12.83,1,3550000.0
6.0,0.0,23.5,14.0,8.6,1.0,9,16.72,1,5350000.0
9.0,0.0,17.1,12.0,3.0,2.0,6,1.98,1,12600000.0
13.0,0.0,20.0,12.2,8.3,1.0,5,7.98,1,5250000.0
26.0,0.0,37.0,28.0,7.0,1.0,16,12.42,1,7750000.0
10.0,0.0,61.6,33.3,11.7,1.0,8,1.69,1,64800000.0
9.0,0.0,10.5,7.5,3.0,1.0,16,17.51,1,3150000.0
12.0,0.0,21.0,12.8,8.4,1.0,9,12.08,1,4990000.0
3.0,0.0,22.0,14.0,3.0,2.0,8,1.98,1,15700000.0
4.0,0.0,18.3,14.0,2.5,2.0,16,10.22,1,5950000.0
3.0,0.0,23.1,15.0,5.0,2.0,8,1.98,1,15700000.0
13.0,0.0,20.0,12.2,8.3,1.0,5,7.98,1,5250000.0
8.0,0.0,23.5,14.0,5.0,10.0,6,5.15,1,11500000.0
4.0,0.0,34.0,15.0,5.0,2.0,12,3.06,1,22000000.0
12.0,0.0,26.0,18.0,4.0,8.0,36,5.15,1,15700000.0
7.0,0.0,12.0,9.0,2.0,1.0,16,17.51,1,3550000.0
12.0,0.0,10.4,7.4,7.5,3.0,4,5.21,1,7200000.0
8.0,0.0,50.0,35.0,11.0,2.0,16,4.15,1,15500000.0
7.0,0.0,12.0,8.2,7.6,1.0,9,17.51,1,3550000.0
8.0,0.0,53.3,29.4,8.0,11.0,29,11.06,1,15400000.0
20.0,0.0,60.0,50.0,10.0,16.0,18,10.18,1,14000000.0
16.0,0.0,10.9,7.6,7.5,2.0,7,7.65,1,4290000.0
26.0,0.0,28.4,18.0,6.0,2.0,16,12.42,1,6800000.0
7.0,0.0,19.4,11.9,8.2,3.0,3,0.8,1,13337500.0
5.0,0.0,17.0,10.0,3.0,6.0,6,5.0,1,6500000.0
8.0,0.0,29.0,15.0,10.0,1.0,9,4.13,1,15200000.0
9.0,0.0,19.6,13.5,5.0,3.0,11,2.68,1,22000000.0
9.0,0.0,29.7,17.1,9.1,5.0,5,5.0,1,9665000.0
19.0,0.0,23.2,13.9,8.6,2.0,5,12.16,1,6850000.0
6.0,0.0,24.4,17.0,3.0,1.0,5,1.77,1,14500000.0
9.0,0.0,30.1,17.4,9.1,3.0,5,5.0,1,9565152.0
12.0,0.0,11.1,7.7,7.6,1.0,4,5.21,1,6840000.0
29.0,0.0,164.0,130.0,20.0,15.0,53,8.35,1,100000000.0
15.0,0.0,167.0,86.0,10.0,6.0,8,8.35,1,167500000.0
9.0,0.0,21.0,12.0,3.0,5.0,11,2.68,1,14490000.0
17.0,0.0,29.2,15.2,5.4,6.0,13,4.15,1,12099000.0
13.0,0.0,18.3,11.4,8.2,3.0,5,10.18,1,4575000.0
3.0,0.0,24.1,15.0,3.0,2.0,4,7.14,1,9500000.0
8.0,0.0,22.0,18.0,4.0,2.0,6,5.15,1,14450000.0
9.0,0.0,18.0,11.2,3.0,1.0,9,14.73,1,4450000.0
29.0,0.0,187.0,105.0,25.0,31.0,53,8.35,1,154718925.0
4.0,0.0,38.9,26.5,10.0,5.0,15,5.88,1,21000000.0
22.0,0.0,29.7,29.7,9.1,25.0,31,10.22,1,15300000.0
6.0,0.0,22.0,13.3,8.5,4.0,5,3.46,1,11490000.0
7.0,0.0,16.5,7.5,8.0,1.0,9,15.0,1,5700000.0
12.0,0.0,25.0,18.0,2.0,1.0,8,6.18,1,7690000.0
7.0,0.0,85.2,45.2,13.7,2.0,5,0.15,1,136471230.0
7.0,0.0,10.5,7.5,2.0,1.0,16,17.51,1,3150000.0
7.0,0.0,10.5,7.5,2.0,1.0,16,17.51,1,3150000.0
13.0,0.0,21.5,19.0,8.4,3.0,8,2.63,1,8650000.0
5.0,0.0,29.9,22.9,3.0,1.0,7,0.8,1,18100000.0
4.0,0.0,38.9,28.1,9.9,4.0,15,5.88,1,21000000.0
11.0,0.0,184.0,100.0,16.0,2.0,8,1.42,1,186000000.0
4.0,0.0,32.5,23.0,8.0,5.0,15,5.88,1,18000000.0
3.0,0.0,19.1,16.0,2.0,1.0,8,1.54,1,10199000.0
21.0,0.0,26.7,20.0,4.0,1.0,3,4.21,1,7600000.0
4.0,0.0,23.5,14.0,8.6,1.0,8,1.54,1,12100000.0
9.0,0.0,19.0,12.0,2.5,2.0,6,1.98,1,12600000.0
9.0,0.0,18.2,13.0,3.0,2.0,6,1.98,1,12100000.0
6.0,0.0,32.0,23.0,4.0,4.0,33,13.99,1,13200000.0
7.0,0.0,253.0,200.0,20.0,4.0,5,0.15,1,391766220.0
3.0,0.0,25.0,17.0,3.0,2.0,8,1.98,1,15000000.0
7.0,0.0,193.0,120.0,25.0,2.0,5,0.15,1,361496520.0
7.0,0.0,214.0,70.0,24.0,3.0,5,0.15,1,362854800.0
3.0,0.0,24.0,14.3,8.6,3.0,4,7.14,1,10299000.0
9.0,0.0,24.2,14.4,8.6,4.0,4,4.21,1,6480000.0
9.0,0.0,14.6,9.5,7.8,4.0,5,5.0,1,5800000.0
19.0,0.0,32.0,24.0,9.3,8.0,24,11.46,1,13000000.0
9.0,0.0,26.2,15.4,8.8,4.0,4,4.21,1,7590000.0
9.0,0.0,14.6,11.0,3.0,2.0,6,1.98,1,10600000.0
6.0,0.0,18.9,11.7,8.2,5.0,5,3.46,1,10490000.0
4.0,0.0,19.0,11.7,8.2,1.0,8,1.54,1,10200000.0
22.0,0.0,28.0,16.3,9.0,18.0,25,8.81,1,13900000.0
14.0,0.0,30.0,15.0,5.1,9.0,21,12.27,1,15000000.0
7.0,0.0,11.6,9.6,2.0,1.0,9,15.0,1,4500000.0
10.0,0.0,228.0,124.0,20.0,11.0,12,3.93,1,365000000.0
7.0,0.0,10.5,8.0,2.5,1.0,9,15.0,1,4500000.0
7.0,0.0,45.3,25.0,10.4,10.0,14,2.97,1,20611500.0
14.0,0.0,50.0,27.4,10.0,5.0,13,3.46,1,52500000.0
8.0,0.0,20.9,14.9,5.0,1.0,3,6.18,1,7315000.0
7.0,0.0,130.0,70.0,20.0,8.0,8,2.55,1,140000000.0
17.0,0.0,62.5,55.0,5.0,6.0,7,6.18,1,20000000.0
4.0,0.0,19.1,11.8,8.2,1.0,8,1.54,1,10200000.0
17.0,0.0,20.6,9.0,6.0,15.0,9,2.97,1,13900000.0
17.0,0.0,92.8,85.0,85.0,6.0,7,6.18,1,27840000.0
7.0,0.0,17.0,10.7,8.0,1.0,12,15.61,1,4200000.0
17.0,0.0,11.5,7.9,7.6,1.0,9,13.36,1,3650000.0
17.0,0.0,56.7,51.0,5.0,6.0,7,6.18,1,16585000.0
15.0,0.0,10.0,7.2,7.5,1.0,9,12.08,1,3600000.0
17.0,0.0,64.5,59.0,5.0,6.0,7,6.18,1,18141000.0
13.0,0.0,20.1,18.6,8.3,3.0,8,2.63,1,8040000.0
3.0,0.0,15.3,9.9,7.9,2.0,4,7.14,1,7989000.0
3.0,0.0,27.1,22.1,5.0,3.0,4,7.14,1,12200000.0
6.0,0.0,50.0,25.1,10.0,1.0,13,5.91,1,11800000.0
17.0,0.0,14.0,9.2,7.8,1.0,5,7.65,1,5100000.0
17.0,0.0,13.9,9.2,7.8,1.0,5,7.65,1,5100000.0
18.0,0.0,27.6,16.0,6.0,9.0,18,2.97,1,17000000.0
3.0,0.0,22.9,17.9,5.0,4.0,4,7.14,1,10400000.0
14.0,0.0,14.0,9.2,7.8,1.0,5,7.65,1,5100000.0
13.0,0.0,21.2,19.9,8.4,3.0,8,2.63,1,8480000.0
13.0,0.0,17.9,15.0,8.1,3.0,8,2.63,1,7161000.0
17.0,0.0,32.8,25.0,5.0,7.0,7,6.18,1,12280000.0
7.0,0.0,41.5,23.1,10.1,10.0,14,2.97,1,18882500.0
17.0,0.0,13.8,13.8,7.8,1.0,5,7.65,1,4999998.0
17.0,0.0,53.6,48.0,5.0,6.0,7,6.18,1,14472000.0
13.0,0.0,19.4,17.6,8.2,3.0,8,2.63,1,7760000.0
13.0,0.0,17.5,11.0,8.1,3.0,8,2.63,1,7050000.0
3.0,0.0,20.3,15.3,5.0,2.0,4,7.14,1,10200000.0
12.0,0.0,14.6,9.5,7.8,1.0,9,10.13,1,4599000.0
13.0,0.0,15.0,12.4,7.9,3.0,8,2.63,1,6424900.0
11.0,0.0,21.6,13.1,8.4,45.0,58,12.16,1,11019132.0
13.0,0.0,17.3,13.2,8.1,3.0,8,2.63,1,6920000.0
13.0,0.0,21.5,13.0,8.4,3.0,8,2.63,1,8650000.0
8.0,0.0,30.0,20.0,9.1,6.0,9,4.25,1,13300000.0
13.0,0.0,16.4,12.0,8.0,3.0,8,2.63,1,6560000.0
7.0,0.0,25.1,10.0,5.0,2.0,6,2.72,1,11797000.0
18.0,0.0,24.0,17.0,3.0,18.0,18,10.18,1,8650000.0
13.0,0.0,15.5,12.5,3.0,1.0,5,7.98,1,5250000.0
13.0,0.0,17.5,13.0,8.1,3.0,8,2.63,1,7000000.0
21.0,0.0,16.6,10.5,8.0,1.0,9,13.36,1,4700000.0
13.0,0.0,13.3,8.9,7.7,3.0,8,2.63,1,5990000.0
21.0,0.0,14.2,14.2,7.8,1.0,5,12.64,1,4150007.0
12.0,0.0,34.6,19.6,9.5,2.0,5,2.68,1,17300000.0
11.0,0.0,25.9,23.0,8.8,1.0,8,6.22,1,6480000.0
8.0,0.0,11.0,7.7,7.5,1.0,12,12.66,1,3850000.0
12.0,0.0,10.0,7.2,7.5,1.0,9,10.13,1,3300000.0
6.0,0.0,11.0,7.7,7.5,1.0,12,12.66,1,3850000.0
13.0,0.0,20.2,17.0,8.3,1.0,9,14.98,1,4750000.0
21.0,0.0,17.3,12.3,5.0,2.0,10,14.16,1,5300000.0
6.0,0.0,12.0,8.2,7.6,1.0,9,12.66,1,3850000.0
19.0,0.0,11.0,7.7,7.5,1.0,5,12.64,1,3950000.0
11.0,0.0,19.0,17.0,8.2,2.0,8,6.22,1,5076000.0
7.0,0.0,15.0,10.0,2.0,1.0,9,15.0,1,4700000.0
6.0,0.0,10.5,7.4,7.5,1.0,9,12.66,1,3100000.0
16.0,0.0,46.4,28.0,14.0,9.0,21,6.55,1,23000000.0
10.0,0.0,10.8,7.0,2.0,1.0,5,16.11,1,3950000.0
5.0,0.0,13.0,10.0,2.0,1.0,14,13.73,1,3690000.0
8.0,0.0,11.1,7.0,2.0,1.0,12,12.66,1,3849000.0
11.0,0.0,11.0,7.7,7.5,1.0,9,17.51,1,3800000.0
6.0,0.0,26.0,14.0,8.0,10.0,20,6.55,1,16000000.0
10.0,0.0,17.1,10.8,8.1,1.0,9,15.61,1,4200000.0
11.0,0.0,18.4,15.1,8.2,2.0,8,6.22,1,5076000.0
11.0,0.0,22.7,21.0,8.5,1.0,2,3.38,1,4850000.0
13.0,0.0,16.0,10.2,8.0,2.0,5,12.81,1,3900000.0
12.0,0.0,28.2,19.2,4.0,8.0,8,6.18,1,7900000.0
8.0,0.0,18.8,11.6,8.2,1.0,7,7.04,1,6500000.0
14.0,0.0,12.0,8.2,7.6,1.0,9,16.11,1,3800000.0
12.0,0.0,27.7,16.1,8.9,2.0,5,2.68,1,13850000.0
18.0,0.0,23.4,14.0,5.0,14.0,25,17.35,1,8000000.0
14.0,0.0,11.7,7.0,7.6,1.0,9,16.11,1,3800000.0
11.0,0.0,17.2,15.0,8.1,1.0,8,6.22,1,4300000.0
4.0,0.0,14.0,9.2,7.8,1.0,9,12.42,1,4800000.0
17.0,0.0,11.5,7.9,7.6,1.0,9,13.36,1,3650000.0
14.0,0.0,46.5,38.5,5.5,2.0,6,14.98,1,8370000.0
17.0,0.0,24.5,19.0,5.0,6.0,7,6.18,1,8600000.0
5.0,0.0,17.4,10.9,8.1,2.0,14,13.73,1,4390000.0
2.0,0.0,27.1,2.0,24.0,21.0,25,10.18,1,13400000.0
8.0,0.0,22.2,17.2,5.0,2.0,3,6.18,1,7104000.0
3.0,0.0,26.0,20.0,5.0,3.0,4,7.14,1,11700000.0
17.0,0.0,12.0,8.2,7.6,1.0,9,13.36,1,3650000.0
8.0,0.0,19.0,14.0,5.0,1.0,3,6.18,1,6650000.0
9.0,0.0,13.0,9.0,2.0,1.0,9,14.73,1,3599000.0
12.0,0.0,16.0,10.2,8.0,1.0,5,10.97,1,5750000.0
12.0,0.0,11.5,7.9,7.6,1.0,5,12.42,1,3550000.0
5.0,0.0,12.1,8.3,7.6,2.0,12,5.15,1,6469452.0
13.0,0.0,13.2,11.0,7.7,3.0,8,2.63,1,5940000.0
7.0,0.0,19.2,15.0,2.0,1.0,5,5.64,1,6150000.0
17.0,0.0,13.8,9.1,7.8,1.0,5,7.65,1,5100000.0
3.0,0.0,19.9,14.0,5.0,2.0,4,7.14,1,9100000.0
12.0,0.0,27.0,18.0,4.0,5.0,5,5.0,1,10500000.0
17.0,0.0,20.6,9.0,6.0,22.0,9,2.97,1,15000000.0
13.0,0.0,15.5,10.0,7.9,1.0,5,7.98,1,5250000.0
19.0,0.0,32.8,18.7,9.4,2.0,5,12.16,1,8364000.0
9.0,0.0,22.2,9.5,5.4,2.0,11,2.68,1,13890000.0
12.0,0.0,18.9,11.7,8.2,1.0,9,12.83,1,4900000.0
9.0,0.0,17.2,9.0,3.0,2.0,7,1.69,1,11903000.0
4.0,0.0,35.0,24.0,4.0,5.0,10,1.35,1,22000000.0
13.0,0.0,26.9,15.7,8.9,13.0,14,12.66,1,8750000.0
8.0,0.0,11.0,7.7,7.5,1.0,12,12.66,1,3850000.0
9.0,0.0,14.3,7.0,5.0,6.0,10,11.33,1,6500000.0
23.0,0.0,27.4,14.4,4.8,6.0,25,8.81,1,10300000.0
14.0,0.0,30.0,11.0,4.0,2.0,6,14.98,1,5700000.0
11.0,0.0,20.0,12.2,8.3,1.0,9,12.66,1,4800000.0
22.0,0.0,14.0,9.0,1.5,1.0,12,15.61,1,4200000.0
21.0,0.0,10.3,7.3,7.5,1.0,5,12.16,1,3150000.0
3.0,0.0,29.6,29.0,6.0,3.0,4,7.14,1,13425000.0
3.0,0.0,22.9,17.9,5.0,3.0,4,7.14,1,10400000.0
14.0,0.0,14.8,12.0,7.9,1.0,9,8.82,1,1750000.0
3.0,0.0,16.0,10.2,8.0,1.0,8,1.54,1,7200000.0
5.0,0.0,14.5,9.5,7.8,1.0,8,1.54,1,7800000.0
21.0,0.0,12.0,8.2,7.6,1.0,9,13.36,1,4000000.0
18.0,0.0,30.0,18.0,10.0,6.0,17,6.24,1,14300000.0
14.0,0.0,20.0,12.2,8.3,1.0,5,7.98,1,5750000.0
10.0,0.0,31.7,18.2,8.0,10.0,10,4.15,1,12500000.0
17.0,0.0,85.2,80.0,5.0,7.0,7,6.18,1,25918000.0
11.0,0.0,10.5,7.4,7.5,1.0,9,12.66,1,3100000.0
21.0,0.0,10.5,7.4,7.5,1.0,5,12.83,1,3151000.0
3.0,0.0,17.8,12.0,5.0,4.0,4,7.14,1,9400000.0
10.0,0.0,10.5,7.4,7.5,1.0,5,16.11,1,3950000.0
17.0,0.0,45.2,40.0,5.0,7.0,7,6.18,1,15377000.0
13.0,0.0,20.0,17.0,3.0,1.0,5,7.98,1,5750000.0
14.0,0.0,20.0,17.0,2.0,1.0,5,7.98,1,5750000.0
3.0,0.0,17.8,12.8,5.0,2.0,4,7.14,1,9400000.0
8.0,0.0,30.3,17.5,9.1,4.0,4,4.13,1,14200000.0
12.0,0.0,15.7,10.1,7.9,3.0,5,10.97,1,5650000.0
11.0,0.0,32.2,18.0,9.3,3.0,11,6.18,1,16500000.0
9.0,0.0,10.0,7.2,7.5,1.0,5,16.11,1,3950000.0
18.0,0.0,11.3,7.8,7.6,1.0,9,17.51,1,3800000.0
7.0,0.0,719.0,300.0,50.0,5.0,5,0.15,1,1732170825.0
7.0,0.0,19.0,17.0,2.0,1.0,5,7.04,1,6499000.0
15.0,0.0,10.0,7.2,7.5,1.0,9,12.08,1,3600000.0
11.0,0.0,10.0,5.0,2.0,1.0,5,8.81,1,4960000.0
19.0,0.0,11.0,7.0,2.0,1.0,9,17.51,1,3799000.0
17.0,0.0,58.7,53.0,5.0,7.0,7,6.18,1,19970000.0
9.0,0.0,32.5,25.5,3.4,3.0,16,5.15,1,24375000.0
16.0,0.0,14.7,9.6,7.9,1.0,5,12.16,1,3750000.0
17.0,0.0,19.5,10.0,2.0,6.0,6,12.16,1,6650000.0
27.0,0.0,25.0,12.0,8.0,15.0,15,15.44,1,7700000.0
11.0,0.0,11.7,8.0,7.6,1.0,9,12.66,1,3300000.0
12.0,0.0,18.4,11.3,2.5,8.0,8,6.18,1,6100000.0
10.0,0.0,12.0,7.0,2.0,1.0,5,11.24,1,4200000.0
21.0,0.0,10.3,7.3,2.0,1.0,5,12.83,1,3150000.0
18.0,0.0,12.0,9.0,7.6,1.0,5,10.97,1,1560000.0
18.0,0.0,43.5,26.0,10.4,12.0,23,6.24,1,18400000.0
5.0,0.0,17.6,11.0,4.0,2.0,12,5.15,1,6500000.0
16.0,0.0,19.5,12.0,8.3,2.0,6,11.87,1,5745128.0
12.0,0.0,14.5,9.5,7.8,1.0,9,10.13,1,4599000.0
15.0,0.0,12.0,8.0,2.0,2.0,4,11.87,1,4100000.0
17.0,0.0,35.3,30.0,5.0,6.0,7,6.18,1,12390000.0
13.0,0.0,20.0,12.2,8.3,1.0,5,7.98,1,5750000.0
6.0,0.0,20.0,15.0,3.0,4.0,5,5.91,1,6650000.0
7.0,0.0,30.0,17.3,9.1,3.0,3,12.16,1,8700000.0
15.0,0.0,12.5,8.5,7.7,1.0,5,7.98,1,3650000.0
9.0,0.0,13.0,8.7,7.7,1.0,9,14.73,1,3550000.0
17.0,0.0,17.5,10.0,2.0,6.0,6,12.16,1,5950000.0
13.0,0.0,12.5,8.5,7.7,1.0,5,7.98,1,3950000.0
6.0,0.0,15.3,9.9,7.9,1.0,6,0.8,1,8800000.0
17.0,0.0,32.3,28.0,5.0,7.0,7,6.18,1,12093000.0
17.0,0.0,16.5,10.0,2.0,6.0,6,12.16,1,6050000.0
17.0,0.0,17.1,10.0,2.0,6.0,6,12.16,1,5140000.0
18.0,0.0,19.1,17.0,8.2,1.0,5,10.97,1,2540000.0
3.0,0.0,19.7,14.7,5.0,3.0,4,7.14,1,9800000.0
5.0,0.0,13.0,8.7,7.7,2.0,14,13.73,1,3690000.0
11.0,0.0,12.2,10.0,7.6,2.0,2,3.38,1,2830000.0
17.0,0.0,71.7,65.0,5.0,6.0,7,6.18,1,22944000.0
26.0,0.0,16.9,10.7,8.0,1.0,9,12.42,1,3950000.0
3.0,0.0,25.9,17.2,5.0,3.0,4,7.14,1,9700000.0
3.0,0.0,27.3,19.0,5.0,3.0,4,7.14,1,10500000.0
3.0,0.0,15.3,10.0,5.0,3.0,4,7.14,1,7900000.0
13.0,0.0,11.7,8.0,7.6,1.0,9,14.16,1,3150000.0
16.0,0.0,14.2,9.3,7.8,1.0,5,12.16,1,3750000.0
12.0,0.0,15.8,8.7,2.3,8.0,8,6.18,1,5900000.0
15.0,0.0,11.7,8.0,7.6,1.0,9,16.11,1,3800000.0
3.0,0.0,27.3,22.3,5.0,3.0,4,7.14,1,10300000.0
17.0,0.0,17.1,10.0,2.0,6.0,6,12.16,1,5450000.0
12.0,0.0,12.0,8.2,7.6,1.0,9,12.08,1,3300000.0
12.0,0.0,20.0,10.0,4.0,3.0,5,12.16,1,5500000.0
